split_scheme,sampling,train_distribution,multi_test_f1,ovr_test_f1
80:10:10,baseline,"{np.int64(2): 16, np.int64(0): 40, np.int64(1): 8}",0.6,0.6
80:10:10,random_oversample,"{np.int64(2): 40, np.int64(0): 40, np.int64(1): 40}",0.7777777777777777,0.7777777777777777
80:10:10,smote_k2,"{np.int64(2): 40, np.int64(0): 40, np.int64(1): 40}",0.7777777777777777,0.7777777777777777
80:10:10,smote_k1,"{np.int64(2): 40, np.int64(0): 40, np.int64(1): 40}",0.7777777777777777,0.7777777777777777
70:15:15,baseline,"{np.int64(0): 35, np.int64(2): 14, np.int64(1): 7}",0.6190476190476191,0.6190476190476191
70:15:15,random_oversample,"{np.int64(0): 35, np.int64(2): 35, np.int64(1): 35}",0.6190476190476191,0.6190476190476191
70:15:15,smote_k2,"{np.int64(0): 35, np.int64(2): 35, np.int64(1): 35}",0.6190476190476191,0.6190476190476191
70:15:15,smote_k1,"{np.int64(0): 35, np.int64(2): 35, np.int64(1): 35}",0.6190476190476191,0.6190476190476191
